,SMILES,logLD50,sigma,n_obs,SMILES_CANON,scaffold
6798,NC1=CC(N)=C(OC(F)(F)C(F)F)C=C1,3.0293837776852097,0.001,1,Nc1ccc(OC(F)(F)C(F)F)c(N)c1,<rdkit.Chem.rdchem.Mol object at 0x7f64d8f3b8b0>
6802,NC1=CC2=C(C=C1)N=C(N2)C(F)(F)F,1.8260748027008264,0.001,1,Nc1ccc2nc(C(F)(F)F)[nH]c2c1,<rdkit.Chem.rdchem.Mol object at 0x7f64d8f3ba70>
6803,NC1=CC2=C(C=CC=C2C(=C1)S(O)(=O)=O)S(O)(=O)=O,4.056904851336473,0.001,1,Nc1cc(S(=O)(=O)O)c2cccc(S(=O)(=O)O)c2c1,<rdkit.Chem.rdchem.Mol object at 0x7f64d8f3bae0>
6804,NC1=CC2=C(OC(=O)N2)C=C1,3.0,1.001,1,Nc1ccc2oc(=O)[nH]c2c1,<rdkit.Chem.rdchem.Mol object at 0x7f64d8f3bb50>
6805,NC1=CC2=C(OC(CCCl)N=C2O)C=C1,3.291812687467119,0.001,1,Nc1ccc2c(c1)C(O)=NC(CCCl)O2,<rdkit.Chem.rdchem.Mol object at 0x7f64d8f3bbc0>
6806,NC1=CC2=C(SC(=N2)C2=CC=CC=C2)C=C1,3.4683473304121573,0.001,1,Nc1ccc2sc(-c3ccccc3)nc2c1,<rdkit.Chem.rdchem.Mol object at 0x7f64d8f3bc30>
6807,NC1=CC2=CC(=CC(=C2C=C1)S(O)(=O)=O)S(O)(=O)=O,3.3010299956639813,0.001,1,Nc1ccc2c(S(=O)(=O)O)cc(S(=O)(=O)O)cc2c1,<rdkit.Chem.rdchem.Mol object at 0x7f64d8f3bca0>
6808,NC1=CC=C(C(N)=C1)S(O)(=O)=O,3.5415792439465807,0.001,1,Nc1ccc(S(=O)(=O)O)c(N)c1,<rdkit.Chem.rdchem.Mol object at 0x7f64d8f3bd10>
6810,NC1=CC=C(C2=CC=C(N)C3=C2C(=O)C2=CC=CC=C2C3=O)C2=C1C(=O)C1=CC=CC=C1C2=O,4.0,1.001,1,Nc1ccc(-c2ccc(N)c3c2C(=O)c2ccccc2C3=O)c2c1C(=O)c1ccccc1C2=O,<rdkit.Chem.rdchem.Mol object at 0x7f64d8f3bdf0>
6811,NC1=CC=C(C=C1)C(=O)CC#N,3.3546845539547285,0.001,1,N#CCC(=O)c1ccc(N)cc1,<rdkit.Chem.rdchem.Mol object at 0x7f64d8f3be60>
6812,NC1=CC=C(C=C1)C(=O)NCCN1CCN(CC1)C1=CC=CC=N1,3.3010299956639813,1.001,1,Nc1ccc(C(=O)NCCN2CCN(c3ccccn3)CC2)cc1,<rdkit.Chem.rdchem.Mol object at 0x7f64d8f3bed0>
6813,NC1=CC=C(C=C1)C(F)(F)F,2.1072099696478683,0.001,1,Nc1ccc(C(F)(F)F)cc1,<rdkit.Chem.rdchem.Mol object at 0x7f64d8f3bf40>
6814,NC1=CC=C(C=C1)C1=CC=C(N)C=C1,2.4899584794248346,0.001,1,Nc1ccc(-c2ccc(N)cc2)cc1,<rdkit.Chem.rdchem.Mol object at 0x7f64d8f3c040>
6816,NC1=CC=C(C=C1)C1=CC=CC=C1,2.6989700043360187,0.001,1,Nc1ccc(-c2ccccc2)cc1,<rdkit.Chem.rdchem.Mol object at 0x7f64d8f3c120>
6817,NC1=CC=C(C=C1)C1=NC2=CC(N)=CC=C2N1,3.6989700043360187,0.001,1,Nc1ccc(-c2nc3cc(N)ccc3[nH]2)cc1,<rdkit.Chem.rdchem.Mol object at 0x7f64d8f3c190>
6819,NC1=CC=C(C=C1)S(=O)(=O)C1=CC=C(N)C=C1,3.0,0.001,1,Nc1ccc(S(=O)(=O)c2ccc(N)cc2)cc1,<rdkit.Chem.rdchem.Mol object at 0x7f64d8f3c270>
6820,NC1=CC=C(C=C1)S(=O)(=O)C1=CC=C(NCCO)C=C1,3.6020599913279625,1.001,1,Nc1ccc(S(=O)(=O)c2ccc(NCCO)cc2)cc1,<rdkit.Chem.rdchem.Mol object at 0x7f64d8f3c2e0>
6821,NC1=CC=C(C=C1)S(=O)(=O)NC1=CC=C(NC(=O)CCC(O)=O)C=C1,3.1760912590556813,0.001,1,Nc1ccc(S(=O)(=O)Nc2ccc(NC(=O)CCC(=O)O)cc2)cc1,<rdkit.Chem.rdchem.Mol object at 0x7f64d8f3c350>
6822,NC1=CC=C(C=C1)S(=O)(=O)NC1=CN=C2C=CC=CC2=N1,3.0683602835782033,0.5693602835782033,2,Nc1ccc(S(=O)(=O)Nc2cnc3ccccc3n2)cc1,<rdkit.Chem.rdchem.Mol object at 0x7f64d8f3c3c0>
6823,NC1=CC=C(C=C1)S(N)(=O)=O,3.591064607026499,0.001,1,Nc1ccc(S(N)(=O)=O)cc1,<rdkit.Chem.rdchem.Mol object at 0x7f64d8f3c430>
6824,NC1=CC=C(C=C1)[N+]([O-])=O,3.2251245541596805,0.23295660217841352,4,Nc1ccc([N+](=O)[O-])cc1,<rdkit.Chem.rdchem.Mol object at 0x7f64d8f3c4a0>
6826,NC1=CC=C(CC2=CC=C(N)C=C2)C=C1,2.3979400086720375,0.9266234568939146,3,Nc1ccc(Cc2ccc(N)cc2)cc1,<rdkit.Chem.rdchem.Mol object at 0x7f64d8f3c580>
6827,NC1=CC=C(CCC2=CC=C(N)C=C2)C=C1,3.3010299956639813,1.001,1,Nc1ccc(CCc2ccc(N)cc2)cc1,<rdkit.Chem.rdchem.Mol object at 0x7f64d8f3c5f0>
6828,NC1=CC=C(Cl)C=C1,2.484241474276968,0.6355633850758567,4,Nc1ccc(Cl)cc1,<rdkit.Chem.rdchem.Mol object at 0x7f64d8f3c660>
6829,NC1=CC=C(Cl)C=C1Cl,3.2041199826559246,0.001,1,Nc1ccc(Cl)cc1Cl,<rdkit.Chem.rdchem.Mol object at 0x7f64d8f3c6d0>
6830,NC1=CC=C(F)C=C1F,2.9138138523837167,0.001,1,Nc1ccc(F)cc1F,<rdkit.Chem.rdchem.Mol object at 0x7f64d8f3c740>
6831,NC1=CC=C(I)C=C1,2.718501688867274,0.001,1,Nc1ccc(I)cc1,<rdkit.Chem.rdchem.Mol object at 0x7f64d8f3c7b0>
6832,NC1=CC=C(N)C2=C1C(=O)C1=CC=CC=C1C2=O,3.762678563727436,0.001,1,Nc1ccc(N)c2c1C(=O)c1ccccc1C2=O,<rdkit.Chem.rdchem.Mol object at 0x7f64d8f3c820>
6834,NC1=CC=C(NC2=CC=CC=C2)C=C1,2.8573324964312685,0.11140304887249794,3,Nc1ccc(Nc2ccccc2)cc1,<rdkit.Chem.rdchem.Mol object at 0x7f64d8f3c900>
6836,NC1=CC=C(OC2=CC=C(N)C=C2)C=C1,2.8603380065709936,0.6921655802738292,3,Nc1ccc(Oc2ccc(N)cc2)cc1,<rdkit.Chem.rdchem.Mol object at 0x7f64d8f3c9e0>
6838,NC1=CC=C(SC#N)C=C1,2.380211241711606,0.001,1,N#CSc1ccc(N)cc1,<rdkit.Chem.rdchem.Mol object at 0x7f64d8f3cac0>
6840,NC1=CC=C2C(=O)C3=C(C=CC=C3)C(=O)C2=C1,3.505149978319906,1.001,1,Nc1ccc2c(c1)C(=O)c1ccccc1C2=O,<rdkit.Chem.rdchem.Mol object at 0x7f64d8f3cba0>
6841,NC1=CC=C2C=CC=CC2=C1S(O)(=O)=O,4.220045037156641,0.06875669277358487,2,Nc1ccc2ccccc2c1S(=O)(=O)O,<rdkit.Chem.rdchem.Mol object at 0x7f64d8f3cc10>
6842,NC1=CC=CC(OC2=CC=C(C=C2)C2=CC=C(OC3=CC(N)=CC=C3)C=C2)=C1,3.3010299956639813,0.001,1,Nc1cccc(Oc2ccc(-c3ccc(Oc4cccc(N)c4)cc3)cc2)c1,<rdkit.Chem.rdchem.Mol object at 0x7f64d8f3cc80>
6843,NC1=CC=CC2=C(Cl)C=CC(Cl)=C12,3.5428254269591797,0.001,1,Nc1cccc2c(Cl)ccc(Cl)c12,<rdkit.Chem.rdchem.Mol object at 0x7f64d8f3ccf0>
6845,NC1=CC=CC2=C1C=CC=C2,2.832508912706236,0.18403780600372768,3,Nc1cccc2ccccc12,<rdkit.Chem.rdchem.Mol object at 0x7f64d8f3cdd0>
6846,NC1=CC=CC=C1SCC1=NOC=N1,1.8998205024270962,0.001,1,Nc1ccccc1SCc1ncon1,<rdkit.Chem.rdchem.Mol object at 0x7f64d8f3ce40>
6848,NC1=CC=CC=N1,2.3010299956639813,0.001,1,Nc1ccccn1,<rdkit.Chem.rdchem.Mol object at 0x7f64d8f3cf20>
6849,NC1=CC=NC=C1,1.3222192947339193,0.08915888184751933,3,Nc1ccncc1,<rdkit.Chem.rdchem.Mol object at 0x7f64d8f3cf90>
6851,NC1=NC(=CS1)C(=CCC(O)=O)C(=O)N[C@H]1[C@H]2SCC=C(N2C1=O)C(O)=O,4.0,1.001,1,Nc1nc(C(=CCC(=O)O)C(=O)N[C@@H]2C(=O)N3C(C(=O)O)=CCS[C@H]23)cs1,<rdkit.Chem.rdchem.Mol object at 0x7f64d8f3d070>
6852,NC1=NC(=CS1)C(=NO)C(=O)N[C@H]1[C@H]2SCC(C=C)=C(N2C1=O)C(O)=O,3.7481880270062002,1.001,1,C=CC1=C(C(=O)O)N2C(=O)[C@@H](NC(=O)C(=NO)c3csc(N)n3)[C@H]2SC1,<rdkit.Chem.rdchem.Mol object at 0x7f64d8f3d0e0>
6854,NC1=NC(=O)C(Br)=C(N1)C1=CC=CC=C1,3.505149978319906,1.001,1,Nc1nc(=O)c(Br)c(-c2ccccc2)[nH]1,<rdkit.Chem.rdchem.Mol object at 0x7f64d8f3d1c0>
6855,NC1=NC(=O)C2=C(N1)N(COCCO)C=N2,4.301029995663981,1.001,1,Nc1nc(=O)c2ncn(COCCO)c2[nH]1,<rdkit.Chem.rdchem.Mol object at 0x7f64d8f3d230>
6856,NC1=NC(=O)C2=C(NC=C2CCC2=CC=C(C=C2)C(O)=O)N1,3.3010299956639813,0.501,2,Nc1nc(=O)c2c(CCc3ccc(C(=O)O)cc3)c[nH]c2[nH]1,<rdkit.Chem.rdchem.Mol object at 0x7f64d8f3d2a0>
6857,NC1=NC(=O)NC=C1F,4.176091259055681,1.001,1,Nc1nc(=O)[nH]cc1F,<rdkit.Chem.rdchem.Mol object at 0x7f64d8f3d310>
6858,NC1=NC(=S)SS1,3.484299839346786,0.001,1,Nc1nc(=S)ss1,<rdkit.Chem.rdchem.Mol object at 0x7f64d8f3d380>
6859,NC1=NC(Cl)=C(C=C1)[N+]([O-])=O,3.2511513431753545,0.001,1,Nc1ccc([N+](=O)[O-])c(Cl)n1,<rdkit.Chem.rdchem.Mol object at 0x7f64d8f3d3f0>
6860,NC1=NC(N)=C(N=N1)C1=C(Cl)C=CC(Cl)=C1,2.806179973983887,1.001,1,Nc1nnc(-c2cc(Cl)ccc2Cl)c(N)n1,<rdkit.Chem.rdchem.Mol object at 0x7f64d8f3d460>
6861,NC1=NC(N)=C(N=N1)C1=CC=CC(Cl)=C1Cl,2.311753861055754,0.001,1,Nc1nnc(-c2cccc(Cl)c2Cl)c(N)n1,<rdkit.Chem.rdchem.Mol object at 0x7f64d8f3d4d0>
6863,NC1=NC(N)=NC(N)=N1,3.505149978319906,0.040804541861223086,5,Nc1nc(N)nc(N)n1,<rdkit.Chem.rdchem.Mol object at 0x7f64d8f3d5b0>
6864,NC1=NC(NC(=O)NC(=O)C2=CC=C(Cl)C=C2)=NC(N)=N1,3.3979400086720375,1.001,1,Nc1nc(N)nc(NC(=O)NC(=O)c2ccc(Cl)cc2)n1,<rdkit.Chem.rdchem.Mol object at 0x7f64d8f3d620>
6865,NC1=NC(NC2=CC(Cl)=CC=C2)=NC=N1,2.6020599913279625,0.001,1,Nc1ncnc(Nc2cccc(Cl)c2)n1,<rdkit.Chem.rdchem.Mol object at 0x7f64d8f3d690>
6866,NC1=NC(NC2CC2)=NC(N)=N1,3.6989700043360187,1.001,1,Nc1nc(N)nc(NC2CC2)n1,<rdkit.Chem.rdchem.Mol object at 0x7f64d8f3d700>
6867,NC1=NC(NCCC2=CC=CC=C2)=NC(COC2=CC=C(Cl)C=C2)=N1,3.6020599913279625,1.001,1,Nc1nc(COc2ccc(Cl)cc2)nc(NCCc2ccccc2)n1,<rdkit.Chem.rdchem.Mol object at 0x7f64d8f3d770>
6868,NC1=NC2=C(O1)C(=CC(Cl)=C2)S(O)(=O)=O,3.0,1.001,1,Nc1nc2cc(Cl)cc(S(=O)(=O)O)c2o1,<rdkit.Chem.rdchem.Mol object at 0x7f64d8f3d7e0>
6869,NC1=NC2=C(O1)C(Cl)=CC=C2,2.6127838567197355,0.001,1,Nc1nc2cccc(Cl)c2o1,<rdkit.Chem.rdchem.Mol object at 0x7f64d8f3d850>
6870,NC1=NC2=C(O1)C=C(Cl)C=C2,2.3541084391474008,0.001,1,Nc1nc2ccc(Cl)cc2o1,<rdkit.Chem.rdchem.Mol object at 0x7f64d8f3d8c0>
6871,NC1=NC2=C(O1)C=CC(=C2)[N+]([O-])=O,3.0,1.001,1,Nc1nc2cc([N+](=O)[O-])ccc2o1,<rdkit.Chem.rdchem.Mol object at 0x7f64d8f3d930>
6873,NC1=NC2=C(O1)C=CC(F)=C2,3.0,0.001,1,Nc1nc2cc(F)ccc2o1,<rdkit.Chem.rdchem.Mol object at 0x7f64d8f3da10>
6874,NC1=NC2=C(O1)C=CC(I)=C2,3.0,0.001,1,Nc1nc2cc(I)ccc2o1,<rdkit.Chem.rdchem.Mol object at 0x7f64d8f3da80>
6875,NC1=NC2=C(O1)C=CC=C2Cl,2.6989700043360187,0.001,1,Nc1nc2c(Cl)cccc2o1,<rdkit.Chem.rdchem.Mol object at 0x7f64d8f3daf0>
6876,NC1=NC2=C(S1)C=C(OC(F)(F)F)C=C2,1.6532125137753437,0.001,1,Nc1nc2ccc(OC(F)(F)F)cc2s1,<rdkit.Chem.rdchem.Mol object at 0x7f64d8f3db60>
6877,NC1=NC2=CC(Cl)=C(Br)C=C2O1,2.146128035678238,0.001,1,Nc1nc2cc(Cl)c(Br)cc2o1,<rdkit.Chem.rdchem.Mol object at 0x7f64d8f3dbd0>
6878,NC1=NC2=CC(Cl)=C(O)C=C2O1,3.0293837776852097,0.001,1,Nc1nc2cc(Cl)c(O)cc2o1,<rdkit.Chem.rdchem.Mol object at 0x7f64d8f3dc40>
6879,NC1=NC2=CC=CC=C2O1,2.7781512503836434,0.001,1,Nc1nc2ccccc2o1,<rdkit.Chem.rdchem.Mol object at 0x7f64d8f3dcb0>
6881,NC1=NC=CN=C1C(O)=O,3.3010299956639813,1.001,1,Nc1nccnc1C(=O)O,<rdkit.Chem.rdchem.Mol object at 0x7f64d8f3dd90>
6882,NC1=NC=CS1,2.681241237375587,0.001,1,Nc1nccs1,<rdkit.Chem.rdchem.Mol object at 0x7f64d8f3de00>
6883,NC1=NC=NC2=C1N=CN2,2.3560258571931225,0.001,1,Nc1ncnc2[nH]cnc12,<rdkit.Chem.rdchem.Mol object at 0x7f64d8f3de70>
6884,NC1=NC=NC2=C1N=CN2[C@@H]1O[C@H](CO)[C@@H](O)[C@@H]1O,3.6989700043360187,1.001,1,Nc1ncnc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@@H]1O,<rdkit.Chem.rdchem.Mol object at 0x7f64d8f3dee0>
6885,NC1=NCC2N1C1=CC=CC=C1CC1=CC=CC=C21,2.5880456295278407,1.111924374808178,2,NC1=NCC2c3ccccc3Cc3ccccc3N12,<rdkit.Chem.rdchem.Mol object at 0x7f64d8f3df50>
6886,NC1=NN=C(C=CC2=CC=C(O2)[N+]([O-])=O)C=N1,2.3979400086720375,0.001,1,Nc1ncc(C=Cc2ccc([N+](=O)[O-])o2)nn1,<rdkit.Chem.rdchem.Mol object at 0x7f64d8f3dfc0>
6887,NC1=NN=CS1,2.403120521175818,0.001,1,Nc1nncs1,<rdkit.Chem.rdchem.Mol object at 0x7f64d8f3e030>
6890,NC1CC1,2.6483600109809315,0.001,1,NC1CC1,<rdkit.Chem.rdchem.Mol object at 0x7f64d8f3e180>
6891,NC1CCCC(N)C1,2.591064607026499,0.001,1,NC1CCCC(N)C1,<rdkit.Chem.rdchem.Mol object at 0x7f64d8f3e1f0>
6892,NC1CCCCC1,1.6172586417563433,0.5768659565981182,2,NC1CCCCC1,<rdkit.Chem.rdchem.Mol object at 0x7f64d8f3e260>
6893,NC=C,3.2671717284030137,0.001,1,C=CN,<rdkit.Chem.rdchem.Mol object at 0x7f64d8f3e2d0>
6894,NC=O,3.762275947437602,0.016875302946041226,2,NC=O,<rdkit.Chem.rdchem.Mol object at 0x7f64d8f3e340>
6895,NCC(=O)N[C@@H](CCC(N)=O)C(O)=O,3.708420900134713,1.001,1,NCC(=O)N[C@@H](CCC(N)=O)C(=O)O,<rdkit.Chem.rdchem.Mol object at 0x7f64d8f3e3b0>
6896,NCC(CC(O)=O)C1=CC=C(Cl)C=C1,2.161368002234975,0.001,1,NCC(CC(=O)O)c1ccc(Cl)cc1,<rdkit.Chem.rdchem.Mol object at 0x7f64d8f3e420>
6897,NCC(O)=O,3.8992731873176036,0.001,1,NCC(=O)O,<rdkit.Chem.rdchem.Mol object at 0x7f64d8f3e490>
6898,NCC(O)C1=CC=C(O)C=C1,3.093421685162235,0.001,1,NCC(O)c1ccc(O)cc1,<rdkit.Chem.rdchem.Mol object at 0x7f64d8f3e500>
6899,NCC(O)C1=CC=CC(O)=C1,2.591064607026499,0.001,1,NCC(O)c1cccc(O)c1,<rdkit.Chem.rdchem.Mol object at 0x7f64d8f3e570>
6900,NCC(O)CO,3.5880456295278407,0.7880156338638594,2,NCC(O)CO,<rdkit.Chem.rdchem.Mol object at 0x7f64d8f3e5e0>
6903,NCC1CC2CCC1C2,3.1492191126553797,0.001,1,NCC1CC2CCC1C2,<rdkit.Chem.rdchem.Mol object at 0x7f64d8f3e730>
6904,NCC1CCC(CN)CC1,2.724275869600789,0.001,1,NCC1CCC(CN)CC1,<rdkit.Chem.rdchem.Mol object at 0x7f64d8f3e7a0>
6905,NCC1CCCC(CN)C1,2.9444826721501687,1.0145393276347163,5,NCC1CCCC(CN)C1,<rdkit.Chem.rdchem.Mol object at 0x7f64d8f3e810>
6906,NCCCC1(CCCN)C2=CC=CC=C2C2=CC=CC=C12,2.792391689498254,0.001,1,NCCCC1(CCCN)c2ccccc2-c2ccccc21,<rdkit.Chem.rdchem.Mol object at 0x7f64d8f3e880>
6909,NCCCCCCC(O)=O,3.9542425094393248,0.001,1,NCCCCCCC(=O)O,<rdkit.Chem.rdchem.Mol object at 0x7f64d8f3e9d0>
6910,NCCCCCCCCCCCC(O)=O,3.3010299956639813,1.001,1,NCCCCCCCCCCCC(=O)O,<rdkit.Chem.rdchem.Mol object at 0x7f64d8f3ea40>
6915,NCCCC[C@H](N[C@@H](CCC1=CC=CC=C1)C(O)=O)C(=O)N1CCC[C@H]1C(O)=O,3.929418925714293,1.001,1,NCCCC[C@H](N[C@@H](CCc1ccccc1)C(=O)O)C(=O)N1CCC[C@H]1C(=O)O,<rdkit.Chem.rdchem.Mol object at 0x7f64d8f3ec70>
6917,NCCCN(CCO)CCO,3.3010299956639813,1.001,1,NCCCN(CCO)CCO,<rdkit.Chem.rdchem.Mol object at 0x7f64d8f3ed50>
6918,NCCCN1CCOCC1,3.5514499979728753,0.001,1,NCCCN1CCOCC1,<rdkit.Chem.rdchem.Mol object at 0x7f64d8f3edc0>
6920,NCCCNCCSP(O)(O)=O,2.9169800473203824,0.001,1,NCCCNCCSP(=O)(O)O,<rdkit.Chem.rdchem.Mol object at 0x7f64d8f3eea0>
6922,NCCCOCCCCOCCCN,3.537819095073274,0.001,1,NCCCOCCCCOCCCN,<rdkit.Chem.rdchem.Mol object at 0x7f64d8f3ef80>
6923,NCCCOCCOCCOCCCN,3.499687082618404,0.07641362206777459,3,NCCCOCCOCCOCCCN,<rdkit.Chem.rdchem.Mol object at 0x7f64d8f3eff0>
6924,NCCN(CCN)CCC#N,3.6580113966571126,0.001,1,N#CCCN(CCN)CCN,<rdkit.Chem.rdchem.Mol object at 0x7f64d8f3f060>
6927,NCCN1CCOCC1,3.4771212547196626,0.001,1,NCCN1CCOCC1,<rdkit.Chem.rdchem.Mol object at 0x7f64d8f3f1b0>
6929,NCCNCC1=CC=CC=C1O,3.568201724066995,0.001,1,NCCNCc1ccccc1O,<rdkit.Chem.rdchem.Mol object at 0x7f64d8f3f290>
6931,NCCNCCNCCNCCNCCN,3.2041199826559246,0.001,1,NCCNCCNCCNCCNCCN,<rdkit.Chem.rdchem.Mol object at 0x7f64d8f3f370>
6933,NCCNCCO,3.4771212547196626,0.001,1,NCCNCCO,<rdkit.Chem.rdchem.Mol object at 0x7f64d8f3f450>
6934,NCCO,3.437750562820388,0.27241632954430833,5,NCCO,<rdkit.Chem.rdchem.Mol object at 0x7f64d8f3f4c0>
6935,NCCO.CC1=CC(=O)N(O)C(=C1)C1CCCCC1,3.3710678622717363,0.001,1,Cc1cc(C2CCCCC2)n(O)c(=O)c1.NCCO,<rdkit.Chem.rdchem.Mol object at 0x7f64d8f3f530>
6936,NCCO.NC1=CC=C(C=C1)S(O)(=O)=O,3.7307822756663893,0.001,1,NCCO.Nc1ccc(S(=O)(=O)O)cc1,<rdkit.Chem.rdchem.Mol object at 0x7f64d8f3f5a0>
6938,NCCO.OC(=O)CS,2.0580380858643057,0.8372958596222099,16,NCCO.O=C(O)CS,<rdkit.Chem.rdchem.Mol object at 0x7f64d8f3f680>
6939,NCCO.OC1=C(C=C(Cl)C=C1)C(=O)NC1=CC=C(C=C1Cl)[N+]([O-])=O,3.1989700043360187,1.001,2,NCCO.O=C(Nc1ccc([N+](=O)[O-])cc1Cl)c1cc(Cl)ccc1O,<rdkit.Chem.rdchem.Mol object at 0x7f64d8f3f6f0>
6940,NCCO.S=C1NC2=C(S1)C=CC=C2,2.8000293592441343,0.001,1,NCCO.S=c1[nH]c2ccccc2s1,<rdkit.Chem.rdchem.Mol object at 0x7f64d8f3f760>
6942,NCCOS(N)(=O)=O,3.8727388274726686,0.001,1,NCCOS(N)(=O)=O,<rdkit.Chem.rdchem.Mol object at 0x7f64d8f3f840>
6943,NC[C@@H]1CC[C@@H](N)[C@@H](O[C@@H]2[C@@H](N)C[C@@H](N)[C@H](O[C@H]3O[C@H](CO)[C@@H](O)[C@H](N)[C@H]3O)[C@H]2O)O1,3.8419848045901137,1.001,1,NC[C@@H]1CC[C@@H](N)[C@@H](O[C@H]2[C@H](O)[C@@H](O[C@H]3O[C@H](CO)[C@@H](O)[C@H](N)[C@H]3O)[C@H](N)C[C@@H]2N)O1,<rdkit.Chem.rdchem.Mol object at 0x7f64d8f3f8b0>
6944,NC[C@H]1O[C@H](O[C@@H]2[C@@H](N)C[C@@H](N)[C@H](O[C@H]3O[C@H](CO)[C@@H](O)[C@H](N)[C@H]3O)[C@H]2O)[C@H](N)C[C@@H]1O,3.8750612633917,1.001,1,NC[C@H]1O[C@H](O[C@H]2[C@H](O)[C@@H](O[C@H]3O[C@H](CO)[C@@H](O)[C@H](N)[C@H]3O)[C@H](N)C[C@@H]2N)[C@H](N)C[C@@H]1O,<rdkit.Chem.rdchem.Mol object at 0x7f64d8f3f920>
6945,NC[C@H]1O[C@H](O[C@@H]2[C@@H](N)C[C@@H](N)[C@H](O[C@H]3O[C@H](CO)[C@@H](O)[C@H](N)[C@H]3O)[C@H]2O)[C@H](N)[C@@H](O)[C@@H]1O,4.0,1.001,1,NC[C@H]1O[C@H](O[C@H]2[C@H](O)[C@@H](O[C@H]3O[C@H](CO)[C@@H](O)[C@H](N)[C@H]3O)[C@H](N)C[C@@H]2N)[C@H](N)[C@@H](O)[C@@H]1O,<rdkit.Chem.rdchem.Mol object at 0x7f64d8f3f990>
6946,NC[C@H]1O[C@H](O[C@@H]2[C@@H](N)C[C@@H](N)[C@H](O[C@H]3O[C@H](CO)[C@@H](O)[C@H](N)[C@H]3O)[C@H]2O)[C@H](O)[C@@H](O)[C@@H]1O,4.0,1.001,1,NC[C@H]1O[C@H](O[C@H]2[C@H](O)[C@@H](O[C@H]3O[C@H](CO)[C@@H](O)[C@H](N)[C@H]3O)[C@H](N)C[C@@H]2N)[C@H](O)[C@@H](O)[C@@H]1O,<rdkit.Chem.rdchem.Mol object at 0x7f64d8f3fa00>
6947,NN.OP(O)(=O)CCCl,3.342422680822206,0.001,1,NN.O=P(O)(O)CCCl,<rdkit.Chem.rdchem.Mol object at 0x7f64d8f3fa70>
6948,NN1C(=O)CC(C1=O)C1=CC(Br)=CC=C1,3.2041199826559246,0.001,1,NN1C(=O)CC(c2cccc(Br)c2)C1=O,<rdkit.Chem.rdchem.Mol object at 0x7f64d8f3fae0>
6949,NN1C=NC2=CC3=CC=CC=C3C=C2C1=O,2.7323937598229686,0.001,1,Nn1cnc2cc3ccccc3cc2c1=O,<rdkit.Chem.rdchem.Mol object at 0x7f64d8f3fb50>
6951,NNC(=O)C1=CC=NC=C1,3.1268809570390337,0.3970048938683331,4,NNC(=O)c1ccncc1,<rdkit.Chem.rdchem.Mol object at 0x7f64d8f3fc30>
6953,NNC(=O)CCCCCCCCC(=O)NN,3.3979400086720375,0.001,1,NNC(=O)CCCCCCCCC(=O)NN,<rdkit.Chem.rdchem.Mol object at 0x7f64d8f3fd10>
6954,NNC(=O)CSC1=NC=NC(OC2=CC=C(Cl)C=C2)=C1,2.9030899869919438,0.001,1,NNC(=O)CSc1cc(Oc2ccc(Cl)cc2)ncn1,<rdkit.Chem.rdchem.Mol object at 0x7f64d8f3fd80>
6957,NNC1=CC=CC=C1,2.27415784926368,0.001,1,NNc1ccccc1,<rdkit.Chem.rdchem.Mol object at 0x7f64d8f3fed0>
6958,NNC1=NN=CC2=CC=CC=C12,1.954242509439325,0.001,1,NNc1nncc2ccccc12,<rdkit.Chem.rdchem.Mol object at 0x7f64d8f3ff40>
6960,NNS(=O)(=O)C1=CC=C(OC2=CC=C(C=C2)S(=O)(=O)NN)C=C1,3.361727836017593,0.8506658295813068,3,NNS(=O)(=O)c1ccc(Oc2ccc(S(=O)(=O)NN)cc2)cc1,<rdkit.Chem.rdchem.Mol object at 0x7f64d8f400b0>
6962,NP(N)(=O)OC1=CC=CC=C1,2.5880456295278407,1.111924374808178,2,NP(N)(=O)Oc1ccccc1,<rdkit.Chem.rdchem.Mol object at 0x7f64d8f40190>
6963,NS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,2.2355284469075487,1.001,1,NS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,<rdkit.Chem.rdchem.Mol object at 0x7f64d8f40200>
6964,NS(=O)(=O)C1=C(Cl)C(Cl)=C(Cl)C2=C1N=C(N2)C(F)(F)F,1.919078092376074,0.001,1,NS(=O)(=O)c1c(Cl)c(Cl)c(Cl)c2[nH]c(C(F)(F)F)nc12,<rdkit.Chem.rdchem.Mol object at 0x7f64d8f40270>
6965,NS(=O)(=O)C1=C(Cl)C=C2N=C(CSCC3=CC=CC=C3)NS(=O)(=O)C2=C1,4.0,0.501,2,NS(=O)(=O)c1cc2c(cc1Cl)N=C(CSCc1ccccc1)NS2(=O)=O,<rdkit.Chem.rdchem.Mol object at 0x7f64d8f402e0>
6967,NS(=O)(=O)C1=C(Cl)C=CC(=C1)C(=O)NN1C[C@H]2[C@H]3CCC(C3)[C@H]2C1,3.9030899869919438,1.001,1,NS(=O)(=O)c1cc(C(=O)NN2C[C@H]3[C@H]4CCC(C4)[C@H]3C2)ccc1Cl,<rdkit.Chem.rdchem.Mol object at 0x7f64d8f403c0>
